evaluation_type,expected_id,query,expected_nasa_yuwe,top_id,top_record_type,top_category,exact_top1,category_top1,coherence_ok
lexical_translation,LEXR-01991,"Como se dice tener, poseer, contener en nasa yuwe?","ji’pj-, ji’pju-",LEXR-01991,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02001,Como se dice chuzar (aprovechando ausencia del dueño) en nasa yuwe?,nyãja-,LEXR-02001,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02011,Como se dice envolver (repetidas veces) en nasa yuwe?,scandundu-,LEXR-02011,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02021,"Como se dice tocar, echar mano en nasa yuwe?","utsje-, utsjée-",LEXR-02021,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02031,Como se dice la piedra de moler en nasa yuwe?,ũ’cj cuet,LEXR-02031,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02041,"Como se dice alcanzar a tocar, lograr tocar en nasa yuwe?","cpaajya’ndy-, cpaajya’ndyi-",LEXR-02041,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02051,Como se dice aparar en nasa yuwe?,"paatje-, paatjée-",LEXR-02051,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02061,Como se dice hilar en nasa yuwe?,"pund-, pundúu-",LEXR-02061,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02071,Como se dice la lengua en nasa yuwe?,tjune,LEXR-02071,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02081,Como se dice persona despreciado en nasa yuwe?,yaatsesa,LEXR-02081,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02091,Como se dice amarillento en nasa yuwe?,atate lem,LEXR-02091,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02101,Como se dice la cama en nasa yuwe?,"deeni, deeni atũ (deeñi, deeñi atũ)",LEXR-02101,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02111,Como se dice la cadera en nasa yuwe?,jytund yaj,LEXR-02111,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02121,"Como se dice 1. grueso, robusto; 2. nota muy baja (música) en nasa yuwe?",pepy,LEXR-02121,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02131,Como se dice tabla en nasa yuwe?,tapla,LEXR-02131,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02141,"Como se dice la gargantilla, collar de cuentas en nasa yuwe?",wã’chja,LEXR-02141,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02151,Como se dice hacer barbacoa en nasa yuwe?,atũju’j-,LEXR-02151,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02161,Como se dice antepasados en nasa yuwe?,ju’ngtjẽ’jwe’sh,LEXR-02161,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02171,Como se dice dar paliza en nasa yuwe?,pãpa-,LEXR-02171,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02181,"Como se dice transparente, claro en nasa yuwe?",sneene,LEXR-02181,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02191,Como se dice 1. adelante; 2. primero en nasa yuwe?,yats-,LEXR-02191,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02201,Como se dice la uva silvestre en nasa yuwe?,camañún,LEXR-02201,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02211,"Como se dice flojo, poco apretado (tornillo, cuerda) en nasa yuwe?",lacy,LEXR-02211,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02221,Como se dice morder (culebra) en nasa yuwe?,pqui’se (T),LEXR-02221,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02231,Como se dice hacer ruido en nasa yuwe?,"sus-, susu-",LEXR-02231,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02241,Como se dice el oro (metal) en nasa yuwe?,vyuu bej,LEXR-02241,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02251,Como se dice hacer estanque en nasa yuwe?,"ĩicja’j-, ĩicja’ja-",LEXR-02251,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02261,Como se dice hacer reír en nasa yuwe?,"cshiica’j-, cshiica’ja-",LEXR-02261,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02271,Como se dice castellano (idioma) en nasa yuwe?,llinu,LEXR-02271,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02281,Como se dice el pus en nasa yuwe?,tucj,LEXR-02281,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02291,Como se dice arreglar un asunto en nasa yuwe?,yuwe pjeu’j-,LEXR-02291,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02301,Como se dice pocos en nasa yuwe?,cujmée,LEXR-02112,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-02311,"Como se dice la semilla (de plantas), la semilla (raza de animales) en nasa yuwe?",fiw,LEXR-02311,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02321,Como se dice la hija en nasa yuwe?,niisa,LEXR-02321,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02331,Como se dice reemplazo (en el cargo) en nasa yuwe?,pu’yacjsa,LEXR-02331,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02341,Como se dice algo que ha sido escogido en nasa yuwe?,tyjityjnisa,LEXR-02341,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02351,Como se dice el mensajero en nasa yuwe?,yuwe pta’shsa,LEXR-02351,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02361,Como se dice blancuzco en nasa yuwe?,chijmchijme,LEXR-02361,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02371,Como se dice la casa donde se celebra la fiesta en nasa yuwe?,fiesta yat,LEXR-02371,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02381,Como se dice ¡Déle! en nasa yuwe?,"mẽs, mẽswe",LEXR-02381,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02391,"Como se dice clavar, poner estaca en nasa yuwe?","quitj-, quitje-",LEXR-02391,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02401,Como se dice raspar en nasa yuwe?,tupinde-,LEXR-02401,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02411,Como se dice abuelo en nasa yuwe?,ĩishi,LEX-00185,lexico,parentescos,False,False,True
lexical_translation,LEXR-02421,Como se dice la sarna en nasa yuwe?,"chandy, chandy wee",LEXR-02421,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02431,Como se dice grande (gente) en nasa yuwe?,majcy,LEXR-02431,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02441,"Como se dice sobra, sobrante en nasa yuwe?","quijya, quijyasá",LEXR-02441,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02451,Como se dice tamal de choclo en nasa yuwe?,tsut pullu,LEXR-02451,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02461,"Como se dice aclarar, ponerse claro en nasa yuwe?",afy-afi-,LEXR-02461,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02471,Como se dice hacer dañar en nasa yuwe?,"csuuwu’j-, csuuwu’ju-",LEXR-02471,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02481,Como se dice el comején (insecto) en nasa yuwe?,fytũu wes,LEXR-02481,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02491,Como se dice amontonar en nasa yuwe?,"muutsu’j-, muutsu’ju-",LEXR-02491,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02501,Como se dice estar desnivelado en nasa yuwe?,tjuja-,LEXR-02501,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02511,Como se dice liendre en nasa yuwe?,ẽs zits,LEXR-02511,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02521,Como se dice la roza (de selva virgen) en nasa yuwe?,chimby ej,LEXR-02521,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02531,Como se dice savia en nasa yuwe?,fytũu yu’,LEXR-02531,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02541,Como se dice endurecer en nasa yuwe?,"nuywejy-, nuyweji-",LEXR-02541,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02551,Como se dice disfrazarse (pintar la cara) en nasa yuwe?,taachin yuu-,LEXR-02551,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02561,Como se dice llegar de un viaje en nasa yuwe?,ĩcj-ĩcje-,LEXR-02561,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02571,Como se dice 1. untar 2. curtir (cuero) 3. desfibrar cabuya en nasa yuwe?,"cu’nd-, cu’ndu-",LEXR-02571,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02581,Como se dice acompañar en nasa yuwe?,pi’cyna u’j-,LEXR-02581,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02591,Como se dice el ratón (mamífero roedor) en nasa yuwe?,ujnza,LEXR-02591,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02601,Como se dice por acá en nasa yuwe?,aysu,LEXR-01776,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-02611,Como se dice arrugarse en nasa yuwe?,cwẽ’ndyi-,LEXR-01120,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-02621,Como se dice la estera en nasa yuwe?,mastela (T),LEXR-02621,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02631,Como se dice la rana (batracio) en nasa yuwe?,sap le’chue,LEXR-02631,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02641,Como se dice que ataja en nasa yuwe?,yupsá,LEXR-02641,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02651,Como se dice castaño en nasa yuwe?,bejbej tujme,LEXR-02607,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-02661,"Como se dice la cerbatana, bodoquera en nasa yuwe?",fytũupatj,LEXR-02661,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02671,"Como se dice lo que da sabor, condimento en nasa yuwe?",peetjenisa,LEXR-02671,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02681,Como se dice golpear (varias veces) en nasa yuwe?,uca’ca-,LEXR-02681,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02691,Como se dice echar (varias veces o varias cosas en nasa yuwe?,ambu’mbu-,LEXR-02691,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02701,"Como se dice carbón, brasa en nasa yuwe?",ipy chjã’chja,LEXR-02701,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02711,"Como se dice rajar, partir (con hacha) en nasa yuwe?","pets-, petsjúu- (pẽts-)",LEXR-02711,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02721,Como se dice coral (víbora) en nasa yuwe?,ul bite,LEXR-02721,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02731,Como se dice 1. caer encima de; 2. ser vencido en nasa yuwe?,ya’cach-,LEXR-02731,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02741,"Como se dice el calcañar, el talón en nasa yuwe?",chinda tã’sh,LEXR-02741,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02751,"Como se dice el niño, la niña en nasa yuwe?",le’chcuesa,LEXR-02751,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02761,"Como se dice el tamal, el bollo (envuelto de maíz) en nasa yuwe?",pullu,LEXR-02761,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02771,Como se dice mudo en nasa yuwe?,we’weya’ ãjasamée,LEXR-02771,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02781,Como se dice lana teñida en nasa yuwe?,cjas bite,LEXR-02781,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02791,Como se dice ser madrina en nasa yuwe?,neenjĩ’j yuju-,LEXR-02791,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02801,Como se dice poner queja en nasa yuwe?,yuwe cjicj-,LEXR-02801,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02811,"Como se dice esos, esas en nasa yuwe?",cyãawe’sh (tyãawe’sh),LEXR-02811,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02821,Como se dice asunto de terrenos en nasa yuwe?,quiwe yuwe,LEXR-02821,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02831,"Como se dice el abejorro, abejón (insecto) en nasa yuwe?",wãwã,LEXR-02831,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02841,Como se dice el corredor (de la casa) en nasa yuwe?,cneetul (T),LEXR-02841,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02851,Como se dice menudo en nasa yuwe?,mush,LEXR-02851,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02861,"Como se dice la cera (del oído), cerúmen en nasa yuwe?",tjũ’we chica,LEXR-02861,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02871,"Como se dice retirarse, retroceder en nasa yuwe?","ya’sca’j-, ya’sca’ja-",LEXR-02871,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02881,Como se dice especie de árbol en nasa yuwe?,calzec,LEXR-00398,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-02891,"Como se dice bromear, chancear en nasa yuwe?",shaacue we’we-,LEXR-02891,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02901,"Como se dice abeja, abejón en nasa yuwe?",wãwã,LEXR-02901,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02911,"Como se dice hacer ayudar, permitir ayudar en nasa yuwe?","caapu’chji’j-, caapu’chji’ji-(cpu’chji’j-)",LEXR-02911,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02921,Como se dice apuntar (un arma) en nasa yuwe?,"jypey-, jypeyi-",LEXR-02921,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02931,Como se dice la cobija (tejido en telar) en nasa yuwe?,plliisatu (pllist T),LEXR-02931,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02941,"Como se dice gris, pardo en nasa yuwe?",tujme,LEXR-02941,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02951,"Como se dice 1. el hombro, brazo 2. la brazada (medida en nasa yuwe?",cu’ta,LEXR-02951,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02961,Como se dice corto en nasa yuwe?,much,LEXR-01624,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-02971,Como se dice la taza en nasa yuwe?,tasa,LEXR-02971,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02981,"Como se dice motilón (árbol, con fruta comestible) en nasa yuwe?",capijnz,LEXR-02981,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-02991,Como se dice entrar brevemente en nasa yuwe?,ne’ca-,LEXR-02991,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03001,Como se dice el curíbano (planta medicinal) en nasa yuwe?,ulñiñ,LEXR-03001,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03011,Como se dice la roncha en nasa yuwe?,buta,LEXR-03011,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03021,Como se dice una persona vestida en nasa yuwe?,jyaatjsa,LEXR-03021,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03031,Como se dice sordo en nasa yuwe?,tjũ’we puuple,LEXR-03031,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03041,Como se dice empachar en nasa yuwe?,"cchiiwa’j-, cchiiwa’ja-",LEXR-03041,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03051,Como se dice la cabeza en nasa yuwe?,jycuet,LEXR-02307,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03061,"Como se dice amañarse, acostumbrarse en nasa yuwe?","styãj-, styãja-, styãa-",LEXR-03061,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03071,Como se dice llenar en nasa yuwe?,"yuuta, yuutáa-",LEXR-03071,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03081,Como se dice la vena en nasa yuwe?,ee watse,LEXR-03081,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03091,Como se dice alumbrar a otro en nasa yuwe?,peecjicj-,LEXR-03091,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03101,Como se dice hacer ver en nasa yuwe?,"caauyu’j-, caauyu’ju-",LEXR-03101,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03111,Como se dice rodear en nasa yuwe?,"cytandy-, cytandyíi-",LEXR-01523,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03121,Como se dice espiga de trigo en nasa yuwe?,scuutyj spiiga,LEXR-03121,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03131,Como se dice darle un ataque en nasa yuwe?,"caywẽchpa’ja’j-, caywẽchpa’ja’ja-",LEXR-03131,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03141,Como se dice tragar en nasa yuwe?,jycjẽe-,LEXR-03141,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03151,"Como se dice el teñidero (árbol, que se usa para teñir de negro) en nasa yuwe?",shal,LEXR-03151,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03161,"Como se dice regarse, desparramarse en nasa yuwe?",ũshi-,LEXR-03161,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03171,Como se dice frincir las cejas en nasa yuwe?,cue’nzu-(cue’nzhu-),LEXR-03171,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03181,Como se dice cuatro en nasa yuwe?,pajnz,LEX-00005,lexico,numeros,False,False,True
lexical_translation,LEXR-03191,Como se dice hacer extraer en nasa yuwe?,"caacutyi’j-, caacutyi’ji-",LEXR-03191,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03201,Como se dice sacudirse en nasa yuwe?,jysaacuecue-,LEXR-03201,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03211,"Como se dice persuadir, hablar con cariño en nasa yuwe?",tywe’we-,LEXR-03211,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03221,Como se dice hacer endeudar en nasa yuwe?,"caayulu’j-, caayulu’ju-(cyulu’j-)",LEXR-03221,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03231,Como se dice callo en nasa yuwe?,iindeeweni,LEXR-03231,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03241,"Como se dice chorrear, escurrir en nasa yuwe?","sus-, susúu-",LEXR-03241,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03251,Como se dice enojarse en nasa yuwe?,"ũuscha-, ũuscháa-",LEXR-03251,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03261,"Como se dice el cangrejo, alacrán (arácnido) en nasa yuwe?",menz shã’py,LEXR-03261,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03271,Como se dice el poporo en nasa yuwe?,tu’j,LEXR-03271,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03281,Como se dice olla para guarapo en nasa yuwe?,beca mityj,LEXR-03281,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03291,Como se dice el suegro en nasa yuwe?,ncaacatjẽj,LEXR-01032,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03301,Como se dice columpiar en nasa yuwe?,"tsuvy-, tsuvíi-",LEXR-03301,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03311,Como se dice la guayaba (fruta) en nasa yuwe?,cpiinda,LEXR-03311,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03321,"Como se dice 1. rasgar, romper; 2. changuar, separar hebras (de cabuya o bejuco) en nasa yuwe?",stende-,LEXR-03321,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03331,Como se dice hacer lavar las manos en nasa yuwe?,"caacwecha’j-, caacwecha’ja-",LEXR-03331,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03341,Como se dice lavar (loza) en nasa yuwe?,"pcji’cj-, pcji’cji-",LEXR-03341,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03351,Como se dice la escopeta en nasa yuwe?,ũpatel,LEXR-03351,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03361,Como se dice caldo en nasa yuwe?,nenga yu’,LEXR-03361,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03371,Como se dice el ayuno en nasa yuwe?,yũunani,LEXR-03371,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03381,Como se dice reumatismo articular (enfermedad de los huesos) en nasa yuwe?,lel,LEXR-03381,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03391,Como se dice doblar en nasa yuwe?,"tpejng-, tpengu-",LEXR-03391,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03401,Como se dice tusa de maíz en nasa yuwe?,cutyj tymi,LEXR-03401,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03411,Como se dice bayo en nasa yuwe?,payu,LEXR-03411,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03421,"Como se dice bigote, barba en nasa yuwe?",yuwe cjas,LEXR-03421,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03431,"Como se dice echar humo, evaporar, quemar incienso en nasa yuwe?","cshi’ta’j-, cshi’ta’ja-",LEXR-03431,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03441,Como se dice (planta medicinal) en nasa yuwe?,shũulape (shũulepja),LEXR-00732,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03451,Como se dice por allí en nasa yuwe?,cysu,LEXR-03451,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03461,Como se dice la estera en nasa yuwe?,stela,LEXR-02621,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03471,"Como se dice dar a la hija en casamiento, permitir a la hija casarse en nasa yuwe?",caaimi’a’j-caaimi’aja-(cmi’a’j-),LEXR-03471,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03481,Como se dice plegar en nasa yuwe?,"sembu’j-, sembu’ju-",LEXR-03481,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03491,Como se dice ¡Fuera! (ahuyentando gallinas) en nasa yuwe?,¡uvy uvy!,LEXR-03491,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03501,"Como se dice medio, a medias, no enteramente en nasa yuwe?",dyi’-,LEXR-03501,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03511,"Como se dice el búho, la lechuza (ave) en nasa yuwe?",tyi’fy,LEXR-03511,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03521,"Como se dice 1. poner, inyectar; 2. nombrar en un puesto en nasa yuwe?","qui’p-, qui’pu-",LEXR-03521,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03531,Como se dice lucero en nasa yuwe?,ã’ wala,LEXR-03531,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03541,Como se dice ayer en nasa yuwe?,jũ’na,LEXR-03541,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03551,Como se dice el hielo en nasa yuwe?,yu’cuet,LEXR-03551,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03561,Como se dice echar una clueca en nasa yuwe?,"cã’pji’j-, cãpj’ji-",LEXR-03561,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03571,Como se dice hacer seña en nasa yuwe?,"quimbe’j-, quimbe’je-",LEXR-02805,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03581,Como se dice el muchilero (ave) en nasa yuwe?,ũtj,LEXR-03581,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03591,Como se dice toser en nasa yuwe?,pjãjã-,LEXR-03591,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03601,Como se dice el dedo cordial o de en medio en nasa yuwe?,cuse ũus,LEXR-03601,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03611,"Como se dice la mugre, contaminación en nasa yuwe?",pta’nz,LEXR-03611,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03621,Como se dice subir en nasa yuwe?,"cãj-, cãjã-",LEXR-00792,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03631,Como se dice dar vuelta en nasa yuwe?,ta’ngu-,LEXR-03631,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03641,Como se dice conejo (mamífero) en nasa yuwe?,cãjpy,LEXR-03641,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03651,"Como se dice prole, cría en nasa yuwe?",ya’luch,LEXR-03651,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03661,"Como se dice la abuela, bisabuela en nasa yuwe?",mama lula,LEXR-01666,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03671,Como se dice afta en nasa yuwe?,yuwe wã’jy,LEXR-03671,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03681,Como se dice hacer invierno en nasa yuwe?,"nusu-, nusúu-",LEXR-03681,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03691,Como se dice atemorizarse en nasa yuwe?,ũucj yajcy-,LEXR-03691,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03701,Como se dice 1. madurar; 2. envejecerse en nasa yuwe?,"tjẽ’j-, tjẽ’je-",LEXR-03701,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03711,Como se dice rezar en nasa yuwe?,"lisa-, lisáa-",LEXR-03711,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03721,"Como se dice el ají (planta, usada como condimento) en nasa yuwe?",ãwã,LEXR-03721,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03731,"Como se dice cansar, fatigar en nasa yuwe?","cwaatyi’j-, cwaatyi’ji-",LEXR-03731,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03741,Como se dice hacer derretir en nasa yuwe?,"caapquivi’j-, caapquivi’ji-",LEXR-03741,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03751,Como se dice purificarse en nasa yuwe?,"yaate-, yaatée",LEXR-03751,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03761,Como se dice despreciarse (mutuamente) en nasa yuwe?,puuty yaatse-,LEXR-03761,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03771,Como se dice hacer rezar en nasa yuwe?,"caalisa’j-, caalisa’ja-",LEXR-03771,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03781,Como se dice la señora (de raza blanca) en nasa yuwe?,u’sha,LEXR-01322,lexico,diccionario_general,False,True,True
lexical_translation,LEXR-03791,Como se dice repetir (varias veces) en nasa yuwe?,peenana-,LEXR-03791,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03801,Como se dice la partera en nasa yuwe?,nasa spaacysa,LEXR-03801,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03811,Como se dice carrizo de guadua en nasa yuwe?,sllimum,LEXR-03811,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03821,Como se dice llevar consigo (a otra persona) en nasa yuwe?,"pe’j-, pe’je-",LEXR-03821,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03831,Como se dice teñir de negro en nasa yuwe?,"cjũchacj-, cjũchacje-",LEXR-03831,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03841,"Como se dice el abuelo, bisabuelo en nasa yuwe?",papa lul,LEXR-03841,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03851,Como se dice poner sobre el hombro en nasa yuwe?,"jypeecypacy-, jypeecypaqui-",LEXR-03851,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03861,Como se dice 1. dejar pasar (para abajo) 2. celebrar fiesta en nasa yuwe?,"caascjẽu’j-, caascjẽu’ju-",LEXR-03861,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03871,Como se dice emborracharse en nasa yuwe?,tũu-,LEXR-03871,lexico,diccionario_general,True,True,True
lexical_translation,LEXR-03881,"Como se dice preguntar, consultar a otro en nasa yuwe?","paapẽjy-, paapẽyĩ-",LEXR-03881,lexico,diccionario_general,True,True,True
