id,record_type,nasa_yuwe,nasa_yuwe_norm,espanol,espanol_norm,categoria,subcategoria,tipo_entrada,source_kind,fuente_url,fuente_nombre,estado_validacion,nivel_confianza,quality_flag,licencia_uso,fecha_extraccion,intencion,split,notas
LEXR-01249,lexico,quitscjẽ,quitscjẽ,abajo en la quebrada,abajo en la quebrada,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2628,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01250,lexico,"shi’nd-, shi’ndu-","shi'nd-, shi'ndu-","imitar, remedar","imitar, remedar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2886,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=verb transitive
LEXR-01251,lexico,shquiicy,shquiicy,amarillo,amarillo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2908,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=adjetivo
LEXR-01252,lexico,sinzha-,sinzha-,"cinchar, asegurar la silla con cincha","cinchar, asegurar la silla con cincha",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2741,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive (préstamo del español)
LEXR-01253,lexico,smejme (tsmejme),smejme (tsmejme),la mariposa (insecto),la mariposa (insecto),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2751,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01254,lexico,tcu’nz,tcu'nz,pacunga (planta),pacunga (planta),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2994,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01255,lexico,tsinz,tsinz,la espalda,la espalda,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3235,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01256,lexico,tupa pwejy,tupa pwejy,la telaraña,la telaraña,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3117,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01257,lexico,tyajy (cyajy),tyajy (cyajy),"su (de él, de ella)","su (de él, de ella)",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3180,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=possesive pronoun
LEXR-01258,lexico,u’casa,u'casa,que entra,que entra,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3375,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01259,lexico,"ufy-, ufi-","ufy-, ufi-",chiflar,chiflar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3288,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01260,lexico,ul equis,ul equis,víbora venenosa (bothropo atrox),víbora venenosa (bothropo atrox),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3306,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01261,lexico,ulu’j,ulu'j,rata grande del monte (mamífero roedor),rata grande del monte (mamífero roedor),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3318,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01262,lexico,upyni,upyni,"nacimiento, lugar de nacimiento","nacimiento, lugar de nacimiento",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3343,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01263,lexico,us bej,us bej,fríjol rojo,fríjol rojo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3348,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01264,lexico,vite jĩi,vite jĩi,ajeno,ajeno,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3499,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adjetivo
LEXR-01265,lexico,vitssu,vitssu,serranía,serranía,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3510,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01266,lexico,wa’ta’jni,wa'ta'jni,ensillado,ensillado,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3572,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=past participle
LEXR-01267,lexico,wã’ji-,wã'ji-,formar granos,formar granos,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3588,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01268,lexico,wã’jy,wã'jy,"la llaga, úlcera, ’granos’","la llaga, úlcera, 'granos'",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3589,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01269,lexico,"wẽt-, wẽtúu-","wẽt-, wẽtúu-",sanar,sanar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3670,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01270,lexico,"yaaca-, yaacáa","yaaca-, yaacáa",sentir dolor,sentir dolor,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3783,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=verb intransitive
LEXR-01271,lexico,yaawee,yaawee,el paludismo,el paludismo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3803,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01272,lexico,"yu’tse’j-, yu’tse’je-","yu'tse'j-, yu'tse'je-","curar, dar remedio, medicinar","curar, dar remedio, medicinar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3908,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01273,lexico,"-ca, (-ga)","-ca, (-ga)","en, de","en, de",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=359,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=locative suffix
LEXR-01274,lexico,"avysu’s-, avysu’su-","avysu's-, avysu'su-",orinar en,orinar en,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=223,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01275,lexico,bats upj,bats upj,cerca de cabuya,cerca de cabuya,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3335,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01276,lexico,"caaptsu’ju’j-, caaptsu’ju’ju-","caaptsu'ju'j-, caaptsu'ju'ju-",terminar (poner fin a un asunto o a una reunión),terminar (poner fin a un asunto o a una reunión),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=520,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01277,lexico,"caawa’qui’j-, caawa’qui’ji-","caawa'qui'j-, caawa'qui'ji-","hacer masticar, hacer morder","hacer masticar, hacer morder",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=562,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01278,lexico,catstendenimeesa,catstendenimeesa,vestido sin costura,vestido sin costura,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=419,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01279,lexico,"cbuucha’j-, cbuucha’ja-","cbuucha'j-, cbuucha'ja-",hacer brotar,hacer brotar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=583,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01280,lexico,cndul,cndul,cóndor,cóndor,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01281,lexico,"cne’ta’j-, cne’ta’ja-","cne'ta'j-, cne'ta'ja-",pegar con goma,pegar con goma,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=722,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb transitive
LEXR-01282,lexico,cpi’sh cwejne-,cpi'sh cwejne-,relampaguear,relampaguear,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=759,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01283,lexico,cuene,cuene,brillar,brillar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=815,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01284,lexico,cuetmuse,cuetmuse,la arena,la arena,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=823,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01285,lexico,cuetumba ũshi-,cuetumba ũshi-,"caer granizo, granizar","caer granizo, granizar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=826,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01286,lexico,cus,cus,la noche,la noche,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=849,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01287,lexico,deepang-,deepang-,"demostrar sueño, transnochar","demostrar sueño, transnochar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1113,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01288,lexico,"e’ste u’j-, e’ste yuj-","e'ste u'j-, e'ste yuj-",seguir,seguir,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1213,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01289,lexico,fyutsute-,fyutsute-,"desclavar, desprenderse, zafarse","desclavar, desprenderse, zafarse",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1341,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01290,lexico,"iiwejch-, iiweechi-","iiwejch-, iiweechi-",enorgullecerse,enorgullecerse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1439,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=verb intransitive
LEXR-01291,lexico,jimba apj,jimba apj,tábano,tábano,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=17,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01292,lexico,jyta’ñisa,jyta'ñisa,"adivino, persona que siente sensaciones","adivino, persona que siente sensaciones",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1631,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01293,lexico,jytjẽeyũu-,jytjẽeyũu-,quedar suspendido,quedar suspendido,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1637,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb reflexive
LEXR-01294,lexico,jytuwúu-,jytuwúu-,acortarse,acortarse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1644,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb reflexive
LEXR-01295,lexico,jyu’ja-,jyu'ja-,"1. crecer (largo); 2. prolongarse, alargarse","1. crecer (largo); 2. prolongarse, alargarse",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1657,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01296,lexico,"jyucaysa, jyucasay","jyucaysa, jyucasay",todos,todos,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1650,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01297,lexico,luuchíi,luuchíi,desde la niñez,desde la niñez,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1727,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01298,lexico,mee-,mee-,no,no,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1795,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=negación
LEXR-01299,lexico,meeme,meeme,el higuillo (árbol),el higuillo (árbol),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1800,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01300,lexico,mend,mend,¡Quiébrelo!,¡quiébrelo!,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1777,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=imperative
LEXR-01301,lexico,neeney,neeney,el padrino,el padrino,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1924,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01302,lexico,nenga reinu,nenga reinu,sal de Zipaquirá,sal de zipaquirá,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1906,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01303,lexico,"npeevyshijca-, npeevyshica- (npeeshijca-)","npeevyshijca-, npeevyshica- (npeeshijca-)",burlar,burlar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=1970,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01304,lexico,"nuychji’ndy-, nuychji’ndyi","nuychji'ndy-, nuychji'ndyi",obscurecer,obscurecer,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2013,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01305,lexico,nuychjãchja-,nuychjãchja-,fortalecer,fortalecer,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2012,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01306,lexico,nuytape-,nuytape-,ensanchar,ensanchar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2030,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01307,lexico,paawe’weni,paawe'weni,encargo,encargo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2206,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01308,lexico,"paaũ’cj-, paaũ’cju-","paaũ'cj-, paaũ'cju-",participar en la molienda,participar en la molienda,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2200,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01309,lexico,pe’ltende-,pe'ltende-,"partir en varios pedazos, despedazar","partir en varios pedazos, despedazar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2311,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01310,lexico,pland,pland,plátano,plátano,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2429,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=noun (préstamo del español)
LEXR-01311,lexico,"puta-, putáa-","puta-, putáa-",oler,oler,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2519,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb intransitive
LEXR-01312,lexico,"puutsuts-, puutsutsu-","puutsuts-, puutsutsu-",1. repartir comida (entre varias personas) 2. meter caña (en la trapiche),1. repartir comida (entre varias personas) 2. meter caña (en la trapiche),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2571,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01313,lexico,puuty ya’peltunaĩ-,puuty ya'peltunaĩ-,perdonarse,perdonarse,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2563,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb reflexive
LEXR-01314,lexico,"pũ’tyj-, pũ’tyji-","pũ'tyj-, pũ'tyji-",empezar,empezar,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2575,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01315,lexico,quite ej,quite ej,jardín,jardín,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2615,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01316,lexico,quiwe tujnd,quiwe tujnd,el polvo (del camino),el polvo (del camino),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2638,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01317,lexico,"scand-, scandúu-","scand-, scandúu-",envolver,envolver,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2687,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01318,lexico,sec paatsu-,sec paatsu-,ocultarse el sol,ocultarse el sol,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2715,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb intransitive
LEXR-01319,lexico,shaacue yasa,shaacue yasa,el apodo,el apodo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2847,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01320,lexico,shaacãj,shaacãj,calambre,calambre,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2843,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01321,lexico,shimb ets,shimb ets,la hoja de maíz,la hoja de maíz,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2874,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=sustantivo
LEXR-01322,lexico,siyula,siyula,la señora (de raza blanca),la señora (de raza blanca),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2742,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=noun (préstamo del español)
LEXR-01323,lexico,smeme quits,smeme quits,vereda de Mariposas,vereda de mariposas,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2752,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01324,lexico,snacja,snacja,la maraca,la maraca,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2753,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01325,lexico,ta’tsu’ju-,ta'tsu'ju-,"poner torcido, encorvar","poner torcido, encorvar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2983,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01326,lexico,tecja,tecja,la teja,la teja,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=2997,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01327,lexico,teecjẽe,teecjẽe,boca abajo,boca abajo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3007,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=adverbio
LEXR-01328,lexico,tsjende upj,tsjende upj,cerca de palos verticales,cerca de palos verticales,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3339,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01329,lexico,"tut-, tutúu-","tut-, tutúu-","picar, hacer pedazos, roer","picar, hacer pedazos, roer",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3129,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01330,lexico,tutjensa (T),tutjensa (t),gobernador indígena del resguardo,gobernador indígena del resguardo,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3132,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,dev,POS=sustantivo
LEXR-01331,lexico,twẽeji-,twẽeji-,"conversar, charlar","conversar, charlar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3168,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,test,POS=verb transitive
LEXR-01332,lexico,tyity pusu,tyity pusu,el pozo de barro (para hacer teja),el pozo de barro (para hacer teja),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3191,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01333,lexico,"tyujnde-, tyunde-","tyujnde-, tyunde-","separar, repartir, dividir, apartar","separar, repartir, dividir, apartar",diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3208,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01334,lexico,"tũupi’j-, tũupi’ji-","tũupi'j-, tũupi'ji-",1. desyerbar; 2. desvestir,1. desyerbar; 2. desvestir,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3163,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=verb transitive
LEXR-01335,lexico,ul ñavytuć,ul ñavytuć,mataganado (culebra),mataganado (culebra),diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3307,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01336,lexico,vijcha,vijcha,pájaro,pájaro,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3490,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
LEXR-01337,lexico,wats,wats,la roza,la roza,diccionario_general,talking_dictionary,lexico,real,http://talkingdictionary.swarthmore.edu/paez/?entry=3555,TalkingDictionary,revisado,alta,ok,Uso academico con citacion de fuente,2026-04-25,lexico_directo,train,POS=sustantivo
